,recipe_name,recipe_url,author,cuisine,description,rating,total_time,yield,serving_size,ingredient,calories,sugar,sodium,fat,saturated_fat,carbohydrates,fiber,protein,meal
147,"[<h1 class=""entry-title"" itemprop=""headline"">Lasaña Vegana</h1>]",https://danzadefogones.com/lasagna-vegana/,[],[],"[<p>Preparar una deliciosa lasaña vegana en casa es increíblemente fácil y no tiene nada que envidiarle a la tradicional. Además, es más sana, ligera y nutritiva.</p>]","[<span class=""average"">4.7</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">1 hora 10 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""6"">6</span>-<span data-amount=""8"">8</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/8 de la receta</span>]","[<li><span data-amount=""2"">2</span> cucharadas de aceite de oliva virgen extra</li>, <li><span data-amount=""1"">1</span> cebolla</li>, <li><span data-amount=""1"">1</span> rama de apio</li>, <li><span data-amount=""1"">1</span> zanahoria</li>, <li><span data-amount=""0.25"">1/4</span> taza de vino tinto (<span data-amount=""65"" data-unit=""g"">65 g</span>), opcional</li>, <li><span data-amount=""2"">2</span> latas de tomate de lata de 400 g ó 14 oz cada una</li>, <li><span data-amount=""1"">1</span> cucharada de orégano seco</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de sal marina</li>, <li>Pimienta negra molida al gusto</li>, <li><span data-amount=""400"" data-unit=""g"">400 g</span> de lentejas cocinadas o de bote (<span data-amount=""14"" data-unit=""oz"">14 oz</span>)</li>, <li><span data-amount=""4"">4</span> cucharadas de aceite de oliva virgen extra</li>, <li><span data-amount=""0.5"">1/2</span> taza de harina integral de trigo (<span data-amount=""60"" data-unit=""g"">60 g</span>)</li>, <li><span data-amount=""2"">2</span> y 3/4 tazas de cualquier <a href=""https://danzadefogones.com/9-recetas-de-leches-vegetales/"" target=""_blank"">leche vegetal</a> sin endulzar (<span data-amount=""690"" data-unit=""g"">690 g</span>)</li>, <li><span data-amount=""1"">1</span> cucharadita de sal marina</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de nuez moscada</li>, <li>Pimienta negra molida al gusto</li>, <li><span data-amount=""12"">12</span> placas de pasta para lasaña</li>, <li><span data-amount=""200"" data-unit=""g"">200 g</span> de queso vegano (<span data-amount=""7"" data-unit=""oz"">7 oz</span>)</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">568</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">9 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">698,7mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">19,4 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">1,9 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">78,1 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">11,3 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">22,8 g</span>]",main_dish
148,"[<h1 class=""entry-title"" itemprop=""headline"">Seitán con Salsa a la Pimienta Vegana y Macarrones</h1>]",https://danzadefogones.com/seitan-salsa-la-pimienta-vegana-macarrones/,[],[],"[<p>Ésta es una de mis recetas preferidas de todos los tiempos. Sólo la preparo en ocasiones especiales porque tiene bastante grasa, pero está deliciosa.</p>]","[<span class=""average"">4.6</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">25 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span>-<span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/4 de la receta</span>]","[<li><span data-amount=""200"" data-unit=""g"">200 g</span> de macarrones (<span data-amount=""7"" data-unit=""oz"">7 oz</span>)</li>, <li><span data-amount=""300"" data-unit=""g"">300 g</span> de <a href=""https://danzadefogones.com/seitan/"">seitán</a> (<span data-amount=""10.5"" data-unit=""oz"">10.5 oz</span>)</li>, <li><span data-amount=""2"">2</span> cucharadas de aceite de oliva virgen extra</li>, <li><span data-amount=""2"">2</span> cucharadas de granos de pimienta</li>, <li><span data-amount=""0.25"">1/4</span> taza de vino blanco o coñac (<span data-amount=""65"">65</span> ml)</li>, <li><span data-amount=""0.25"">1/4</span> taza de <a href=""https://danzadefogones.com/caldo-depurativo-de-verduras/"" rel=""noopener"" target=""_blank"">caldo de verduras</a> (<span data-amount=""65"">65</span> ml)</li>, <li><span data-amount=""1"">1</span> cucharadita de sal marina</li>, <li>Pimienta negra molida al gusto</li>, <li><span data-amount=""1"">1</span> taza de nata vegetal para cocinar (<span data-amount=""250"" data-unit=""g"">250 g</span>)</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">564</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">4,7 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">769,7 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">31,3 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">14,8 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">44,5 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">3,3 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">25,3 g</span>]",main_dish
149,"[<h1 class=""entry-title"" itemprop=""headline"">Pasta Alfredo de Calabaza</h1>]",https://danzadefogones.com/pasta-alfredo-calabaza/,[],[],"[<p>Esta receta de pasta Alfredo de calabaza es muy cremosa, ligera, rápida y fácil de hacer. Además es perfecta para el día a día.</p>]","[<span class=""average"">4</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">20 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/4 de la receta</span>]","[<li><span data-amount=""200"" data-unit=""g"">200 g</span> de pasta (<span data-amount=""7"" data-unit=""oz"">7 oz</span>)</li>, <li><span data-amount=""2"">2</span> cucharadas de aceite de oliva virgen extra</li>, <li><span data-amount=""4"">4</span> dientes de ajo</li>, <li><span data-amount=""1"">1</span> y 1/2 tazas de <a href=""https://danzadefogones.com/leche-de-almendras/"" target=""_blank"">leche de almendras</a> (<span data-amount=""375"">375</span> ml)</li>, <li><span data-amount=""0.5"">1/2</span> taza de <a href=""https://danzadefogones.com/pure-calabaza-casero/"" target=""_blank"">puré de calabaza</a> (<span data-amount=""130"" data-unit=""g"">130 g</span>)</li>, <li><span data-amount=""1"">1</span> cucharadita de sal marina</li>, <li>Pimienta negra molida al gusto</li>, <li><span data-amount=""1"">1</span> cucharada de maicena</li>, <li>El zumo de 1/2 limón</li>, <li><span data-amount=""4"">4</span> cucharadas de levadura nutricional o de cerveza</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">327</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">3,5 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">551,5 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">9,1 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">1,4 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">48,5 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">7,8 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">15,6 g</span>]",main_dish
150,"[<h1 class=""entry-title"" itemprop=""headline"">Sopa de Coliflor</h1>]",https://danzadefogones.com/sopa-de-coliflor/,[],[],"[<p>Esta sopa de coliflor es muy ligera, simple y está muy rica. Cuando hace frío las sopas nos ayudan a entrar en calor y se preparan en un momento.</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">30 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/4 de la receta</span>]","[<li><span data-amount=""2"">2</span> cucharadas de aceite de oliva virgen extra</li>, <li><span data-amount=""4"">4</span> dientes de ajo</li>, <li><span data-amount=""0.5"">1/2</span> cebolla</li>, <li><span data-amount=""1"">1</span> coliflor</li>, <li><span data-amount=""2"">2</span> tazas de <a href=""https://danzadefogones.com/caldo-depurativo-de-verduras/"" rel=""noopener"" target=""_blank"">caldo de verduras</a> (<span data-amount=""500"">500</span> ml)</li>, <li><span data-amount=""1"">1</span> taza de <a href=""https://danzadefogones.com/9-recetas-de-leches-vegetales/"" rel=""noopener"" target=""_blank"">leche vegetal sin endulzar</a> (<span data-amount=""250"">250</span> ml)</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de sal marina</li>, <li>Pimienta negra molida al gusto</li>, <li><span data-amount=""4"">4</span> cucharadas de levadura nutricional o de cerveza (opcional)</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">183</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">6,7 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">334,1 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">8,7 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">1,2 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">18,1 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">7,4 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">13 g</span>]",main_dish
151,"[<h1 class=""entry-title"" itemprop=""headline"">Curry de Lentejas</h1>]",https://danzadefogones.com/curry-de-lentejas/,[],[],"[<p>Este curry de lentejas es una versión mejorada de nuestra popular receta de lentejas al curry, está aún más rica y es igual de sencilla.</p>]","[<span class=""average"">4.9</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">40 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/4 de la receta</span>]","[<li><span data-amount=""1"">1</span> taza de lentejas secas (<span data-amount=""200"" data-unit=""g"">200 g</span>)</li>, <li><span data-amount=""1"">1</span> taza de arroz integral sin cocinar (<span data-amount=""200"" data-unit=""g"">200 g</span>)</li>, <li><span data-amount=""1"">1</span> cucharada de aceite de coco</li>, <li><span data-amount=""2"">2</span> dientes de ajo</li>, <li><span data-amount=""0.25"">1/4</span> de cebolla</li>, <li><span data-amount=""1"">1</span> trozo de jengibre de 1 cm ó 1/2 pulgada de grosor</li>, <li><span data-amount=""0.125"">1/8</span> de cucharadita de cayena molida o polvo de cayena</li>, <li><span data-amount=""2"">2</span> latas de tomates (<span data-amount=""800"" data-unit=""g"">800 g</span> ó <span data-amount=""28"" data-unit=""oz"">28 oz</span>)</li>, <li><span data-amount=""0.5"">1/2</span> lata de <a href=""https://danzadefogones.com/leche-de-coco/"" target=""_blank"">leche de coco</a> (<span data-amount=""200"" data-unit=""g"">200 g</span> ó <span data-amount=""7"" data-unit=""oz"">7 oz</span>)</li>, <li><span data-amount=""2"">2</span> cucharadas de azúcar integral o de coco</li>, <li><span data-amount=""2"">2</span> cucharaditas de cúrcuma en polvo</li>, <li><span data-amount=""2"">2</span> cucharaditas de curry en polvo</li>, <li><span data-amount=""2"">2</span> cucharaditas de comino en polvo</li>, <li><span data-amount=""1"">1</span> cucharadita de sal marina</li>, <li>Pimienta negra molida al gusto</li>, <li><span data-amount=""1"">1</span> taza de guisantes congelados (<span data-amount=""120"" data-unit=""g"">120 g</span>)</li>, <li>Cilantro al gusto para decorar (opcional)</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">550</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">11,7g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">645,1mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">16,6 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">12,8 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">85,3g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">11,3g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">19,6g</span>]",main_dish
152,"[<h1 class=""entry-title"" itemprop=""headline"">Risotto Vegano de Champiñones</h1>]",https://danzadefogones.com/risotto-vegano-champinones/,[],[],"[<p>Es fácil preparar un risotto vegano y el de champiñones es una de las recetas más populares. Esta versión no tiene colesterol, es baja en grasa y más sana.</p>]","[<span class=""average"">4.8</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">40 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span>-<span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/4 de la receta</span>]","[<li><span data-amount=""3"">3</span> cucharadas de aceite de oliva virgen extra</li>, <li><span data-amount=""4"">4</span> champiñones</li>, <li>Sal marina al gusto</li>, <li>Pimienta negra al gusto</li>, <li><span data-amount=""0.5"">1/2</span> cebolla</li>, <li><span data-amount=""15"" data-unit=""g"">15 g</span> de apio (<span data-amount=""0.5"" data-unit=""oz"">1/2 oz</span>)</li>, <li><span data-amount=""225"" data-unit=""g"">225 g</span> de arroz arborio, bomba o de grano corto (<span data-amount=""8"" data-unit=""oz"">8 oz</span>)</li>, <li><span data-amount=""65"">65</span> ml de vino blanco (<span data-amount=""0.25"">1/4</span> taza)</li>, <li><span data-amount=""1"">1</span> litro de <a href=""https://danzadefogones.com/caldo-depurativo-de-verduras/"" target=""_blank"">caldo de verduras</a> (<span data-amount=""4"">4</span> tazas)</li>, <li><span data-amount=""30"" data-unit=""g"">30 g</span> de levadura nutricional o de cerveza (<span data-amount=""0.5"">1/2</span> taza)</li>, <li><span data-amount=""4"">4</span> <a href=""https://danzadefogones.com/tomates-secos/"" target=""_blank"">tomates secos en aceite</a></li>, <li>Albahaca al gusto</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">367</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">6,4 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">176,7 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">5,1 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">0,6 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">62,4 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">10,1 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">21,7 g</span>]",main_dish
153,"[<h1 class=""entry-title"" itemprop=""headline"">Arroz con Pasas y Piñones</h1>]",https://danzadefogones.com/arroz-pasas-pinones/,[],[],"[<p>Este arroz con pasas y piñones tiene un sabor peculiar, pero está para chuparse los dedos. Si os gustan las recetas saladas con un toque dulce os encantará.</p>]","[<span class=""average"">4</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">40 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""1"">1</span>-<span data-amount=""2"">2</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""2"">2</span> cucharaditas de aceite de oliva virgen extra</li>, <li><span data-amount=""2"">2</span> dientes de ajo</li>, <li><span data-amount=""0.5"">1/2</span> cebolla</li>, <li><span data-amount=""35"" data-unit=""g"">35 g</span> de piñones crudos o tostados (<span data-amount=""0.25"">1/4</span> de taza)</li>, <li><span data-amount=""45"" data-unit=""g"">45 g</span> de pasas (<span data-amount=""0.25"">1/4</span> de taza)</li>, <li><span data-amount=""2"">2</span> puñados de kale o col rizada (<span data-amount=""40"" data-unit=""g"">40 g</span>)*</li>, <li><span data-amount=""100"" data-unit=""g"">100 g</span> de arroz Sabroz (<span data-amount=""0.5"">1/2</span> taza)</li>, <li><span data-amount=""750"">750</span> ml de agua o <a href=""https://danzadefogones.com/caldo-depurativo-de-verduras/"" target=""_blank"">caldo de verduras</a> (<span data-amount=""3"">3</span> tazas)</li>, <li><span data-amount=""1"">1</span> cucharadita de curry en polvo</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de sal marina</li>, <li>Pimienta negra al gusto</li>]",[],[],[],[],[],[],[],[],main_dish
154,"[<h1 class=""entry-title"" itemprop=""headline"">Sandwich de Pesto Vegano, Hummus y Aguacate</h1>]",https://danzadefogones.com/sandwich-pesto-vegano-hummus-aguacate/,[],[],"[<p>Para hacer este sandwich vegano he combinado tres de mis ingredientes preferidos: pesto vegano, hummus y aguacate. ¡Está de escándalo!</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">10 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""1"">1</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""1"">1</span> diente de ajo</li>, <li><span data-amount=""0.25"">1/4</span> taza de nueces (<span data-amount=""30"" data-unit=""g"">30 g</span>)</li>, <li><span data-amount=""4"">4</span> cucharadas de levadura nutricional o de cerveza</li>, <li><span data-amount=""2"">2</span> puñados de albahaca fresca (<span data-amount=""30"" data-unit=""g"">30 g</span>)</li>, <li><span data-amount=""0.25"">1/4</span> cucharadita de sal marina</li>, <li>Pimienta negra molida al gusto</li>, <li><span data-amount=""5"">5</span>–<span data-amount=""6"">6</span> cucharadas de aceite de oliva virgen extra</li>, <li><span data-amount=""2"">2</span> rebanadas de pan</li>, <li><span data-amount=""1"">1</span>–<span data-amount=""2"">2</span> cucharadas de pesto</li>, <li><span data-amount=""1"">1</span>–<span data-amount=""2"">2</span> cucharadas de <a href=""https://danzadefogones.com/hummus/"" target=""_blank"">hummus</a></li>, <li>Hojas de lechuga</li>, <li>Aguacate</li>, <li>Rodajas de tomate</li>]",[],[],[],[],[],[],[],[],main_dish
155,[],https://danzadefogones.com/politica-de-privacidad/,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],main_dish
156,"[<h1 class=""entry-title"" itemprop=""headline"">Sopa Miso Vegana Con Tofu y Kale</h1>]",https://danzadefogones.com/sopa-miso-vegana-tofu-kale/,[],[],[<p>La sopa miso es una de nuestras preferidas y la que más preparamos en casa. Está lista en 15 minutos y es muy nutritiva.</p>],"[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">15 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""3"">3</span>-<span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""3"">3</span> tazas de agua (<span data-amount=""750"">750</span> ml)</li>, <li><span data-amount=""3"">3</span> cucharadas de miso*</li>, <li><span data-amount=""1"">1</span> cucharada de alga wakame deshidratada</li>, <li><span data-amount=""140"" data-unit=""g"">140 g</span> de tofu en dados (<span data-amount=""5"" data-unit=""oz"">5 oz</span>)**</li>, <li><span data-amount=""2"">2</span> puñados de kale troceado (<span data-amount=""40"" data-unit=""g"">40 g</span>)***</li>, <li><span data-amount=""0.5"">1/2</span> puerro troceado</li>, <li><span data-amount=""0.5"">1/2</span> zanahoria troceada</li>, <li><span data-amount=""1"">1</span> trozo de jengibre fresco muy picado (<span data-amount=""1"">1</span> cm ó <span data-amount=""0.5"">1/2</span> pulgada)</li>]",[],[],[],[],[],[],[],[],main_dish
157,"[<h1 class=""entry-title"" itemprop=""headline"">Receta de Halloween: Mini Pizzas Veganas de Momia</h1>]",https://danzadefogones.com/receta-halloween-mini-pizzas-veganas-momia/,[],[],"[<p>Estas mini pizzas veganas de momia son muy fáciles de preparar. Hemos hemos masa casera con harina de espelta, es una alternativa saludable muy rica.</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">30 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""3"">3</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""1"">1</span> taza de harina de espelta (<span data-amount=""130"" data-unit=""g"">130 g</span>)</li>, <li><span data-amount=""0.25"">1/4</span> de cucharadita de sal marina</li>, <li><span data-amount=""2"">2</span> cucharaditas de aceite de oliva virgen extra</li>, <li><span data-amount=""4"">4</span> cucharadas de agua</li>, <li>Tomate concentrado o <a href=""https://danzadefogones.com/salsa-de-tomate-casera/"" target=""_blank"">salsa de tomate</a> al gusto</li>, <li><span data-amount=""4"">4</span>–<span data-amount=""6"">6</span> lonchas de queso vegano</li>, <li><span data-amount=""6"">6</span> rodajas de aceitunas negras</li>]",[],[],[],[],[],[],[],[],main_dish
158,"[<h1 class=""entry-title"" itemprop=""headline"">Albóndigas Veganas Estilo Ikea</h1>]",https://danzadefogones.com/albondigas-veganas-estilo-ikea/,[],[],"[<p>Esta receta está inspirada en las albóndigas de Ikea, aunque nuestra versión es más saludable y no tiene aditivos. Son más ligeras porque están horneadas.</p>]","[<span class=""average"">4.9</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">1 hora</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""4"">4</span>-<span data-amount=""8"">8</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""0.5"">1/2</span> taza de guisantes congelados (<span data-amount=""60"" data-unit=""g"">60 g</span>)</li>, <li><span data-amount=""0.5"">1/2</span> taza de maíz congelado (<span data-amount=""80"" data-unit=""g"">80 g</span>)</li>, <li><span data-amount=""2"">2</span> cucharadas de aceite de oliva virgen extra</li>, <li><span data-amount=""0.5"">1/2</span> cebolla troceada</li>, <li><span data-amount=""1"">1</span> zanahoria troceada</li>, <li><span data-amount=""0.5"">1/2</span> pimiento rojo troceado</li>, <li><span data-amount=""2"">2</span> puñados de kale o col rizada (<span data-amount=""40"" data-unit=""g"">40 g</span>)*</li>, <li><span data-amount=""400"" data-unit=""g"">400 g</span> de garbanzos de bote o cocinados (<span data-amount=""14"" data-unit=""oz"">14 oz</span>)</li>, <li><span data-amount=""1"">1</span> cucharadita azúcar integral o de coco</li>, <li><span data-amount=""1"">1</span> cucharada de orégano</li>, <li><span data-amount=""1"">1</span> cucharadita de ajo en polvo</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de pimentón. El nuestro era picante, pero podéis usar pimentón dulce</li>, <li><span data-amount=""1"">1</span> cucharadita de sal marina</li>, <li>Pimienta negra molida al gusto</li>, <li><span data-amount=""2"">2</span> cucharadas de levadura nutricional o levadura de cerveza (opcional)</li>, <li><span data-amount=""1"">1</span> y 1/2 tazas de harina de avena o copos de avena triturados (<span data-amount=""180"" data-unit=""g"">180 g</span>)**</li>]",[],[],[],[],[],[],[],[],main_dish
159,"[<h1 class=""entry-title"" itemprop=""headline"">Sopa Verde Para Fortalecer el Sistema Inmune</h1>]",https://danzadefogones.com/sopa-verde-fortalecer-sistema-inmune/,[],[],[<p>Esta sopa es perfecta para fortalecer el sistema inmune y ayudarnos a combatir resfriados. Nos hará sentir mejor cuando estemos enfermos y además está rica.</p>],"[<span class=""average"">4.6</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">25 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""6"">6</span>-<span data-amount=""8"">8</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]",[],"[<li><span data-amount=""3"">3</span> puñados de kale o de espinacas (<span data-amount=""60"" data-unit=""g"">60 g</span>)</li>, <li><span data-amount=""2"">2</span> dientes de ajo</li>, <li><span data-amount=""0.5"">1/2</span> cebolla troceada</li>, <li><span data-amount=""0.5"">1/2</span> puerro troceado</li>, <li><span data-amount=""0.5"">1/2</span> taza de guisantes congelados (<span data-amount=""60"" data-unit=""g"">60 g</span>)</li>, <li><span data-amount=""2"">2</span> trozos de jengibre fresco (unos <span data-amount=""2"">2</span> cm ó <span data-amount=""1"">1</span> pulgada)*</li>, <li><span data-amount=""0.5"">1/2</span> cabeza de brócoli troceada sin el tallo (<span data-amount=""180"" data-unit=""g"">180 g</span>)</li>, <li><span data-amount=""1"">1</span> lata de <a href=""https://danzadefogones.com/leche-de-coco/"" target=""_blank"">leche de coco</a> (400 ml ó <span data-amount=""14"" data-unit=""oz"">14 oz</span>)</li>, <li><span data-amount=""3"">3</span> tazas de agua o <a href=""https://danzadefogones.com/caldo-depurativo-de-verduras/"" target=""_blank"">caldo de verduras</a> (<span data-amount=""750"">750</span> ml)</li>, <li><span data-amount=""0.125"">1/8</span> cucharadita de guindilla cayena en polvo**</li>, <li><span data-amount=""1"">1</span> cucharadita de sal marina</li>, <li>Pimienta negra molida al gusto</li>, <li><span data-amount=""4"">4</span> cucharadas de levadura nutricional o levadura de cerveza</li>, <li>El zumo de medio limón</li>]",[],[],[],[],[],[],[],[],main_dish
